,Id,Sentiment,Pasangan Calon,Text Tweet,clean_teks
687,688,negative,Anies-Sandi,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,kasihan masjid jadi alat balas dendam takbir lontar muas benci parah dukung aniessandi
688,689,negative,Anies-Sandi,Sangat Buruknya Klakuan Pndukung #AniesSandi Stelah Ceramah Politik di Masjid Lanjut Takbir Pengusiran Djarot dri Masjid,buruk klakuan pndukung aniessandi stelah ceramah politik masjid takbir usir djarot masjid
689,690,negative,Anies-Sandi,Kuota @aagym lagi abis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota aagym habis ikut berita warta mui mata indonesia pilkadadki aniessandi voteahok ahokdjarot
690,691,negative,Anies-Sandi,Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!,akun cangharis akun provokator timses aniessandi timeline cangharis ciri akun ahokers waspada
691,692,negative,Anies-Sandi,#aniessandi #bhinekatunggalika #isusara Kubu Anies-Sandi Serukan Stop Politisasi Kebhinekaan http://dlvr.it/NtcTLN,aniessandi bhinekatunggalika isusara kubu aniessandi seru stop politisasi kebhinekaan
692,693,negative,Anies-Sandi,#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!,syuhadatps kawal mati kawal menang aniessandi anieskalahmuslimmarah
693,694,negative,Anies-Sandi,FITNAH !!! Akun #HoaxerPanik #HoaxerKepanasan sebentar lagi #AniesSandi menang !,fitnah akun hoaxerpanik hoaxerkepanasan sebentar aniessandi menang
694,695,negative,Anies-Sandi,"Mobil mobil yang kena macet ke arah Mall Taman Anggrek , tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!",mobil mobil kena macet arah mall taman anggrek tempelin stiker sopir pilih aniessandi ato
695,696,negative,Anies-Sandi,"Hari ini bhineka tunggal ika tidak akan berlaku, karena kita di hdapkan dengan pilihan yang berbeda. #aniessandi #StopPolitisasiBhinneka",bhineka tunggal ika laku hdapkan pilih beda aniessandi stoppolitisasibhinneka
696,697,negative,Anies-Sandi,Tadinya saya suka baca @okezonenews tapi  isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,suka baca okezonenews isi aniessandi media sikap netral basukidjarot
697,698,negative,Anies-Sandi,Bagian 1 .. Bukti Radikalis Pendukung Teroris Di Belakang @AniesBaswedan #AniesSandi #AhokDjarot #MencariPemimpin,bukti radikal dukung teroris aniesbaswedan aniessandi ahokdjarot mencaripemimpin
698,699,negative,Anies-Sandi,"Cuma kota Jakarta, PKS di Papua malah berkoalisi dukung gubernur Kristen #AniesSandi #SandiUnoCabul",kota jakarta pks papua koalisi dukung gubernur kristen aniessandi sandiunocabul
699,700,negative,Anies-Sandi,"tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis, tapi konseptualnya absurd banget.",tulis fahiraidris coba membranding aniessandi pluralis konseptual absurd banget
700,701,negative,Anies-Sandi,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce,ahok nista agama menang pilkada logika timses aniesbaswedan matanajwadebatjakarta salambersama okeoce
701,702,negative,Anies-Sandi,"Yang lain mabuk miras sama mabok kecubung, lha aku mabuk #OKEOCE",mabuk miras mabok kecubung lha mabuk okeoce
702,703,negative,Anies-Sandi,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,jiplak program okeoce hasil bikin dukung nista agama
703,704,negative,Anies-Sandi,"garansi nya global kak, refurbish, garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar)",garansi nya global kak refurbish garansi bank okeoce cacat produksi tukar kasar
704,705,negative,Anies-Sandi,"Munafik, katanya tidak boleh jualan agama, tapi paling frontal bawa agama, sabar min @Gerindra yang penting #OkeOce",munafik jual agama frontal bawa agama sabar min gerindra okeoce
705,706,negative,Anies-Sandi,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,karang bunga ahokdjarot nih anissandi grining muka with smile eye
706,707,negative,Anies-Sandi,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,anies sandi menang pilkada dki blusukan pakai heli ujung kulon papua grining muka with smile eye
707,708,negative,Anies-Sandi,"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi",lucu pilkada dki ahokdjarot kalah simpati masyarakat banding menang aniessandi
708,709,negative,Anies-Sandi,"Kalo Ahok kalah, Anies-Sandi menang? Paling juga Jakarta akan seperti dulu lagi, saling rukun, koruptornya <grining face with smile eye> <grining face with smile eye> <Lying Face> <Lying Face> #PilkadaDKI",ahok kalah aniessandi menang jakarta rukun koruptor grining muka with smile eye grining muka with smile eye lying muka lying muka pilkadadki
709,710,negative,Anies-Sandi,"Berita Badja: Rencana Ahok jika menang atau kalah, Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI",berita badja rencana ahok menang kalah berita aniessandi curang kalah pilkadadki
710,711,negative,Anies-Sandi,ANIES SANDI Kalah di Debat Final Pilkada DKI https://goo.gl/eEwlma  via @KaskusTV,anies sandi kalah debat final pilkada dki via kaskustv
711,712,negative,Anies-Sandi,"Jadi kalo kalah, pasti badja berbuat curang? Picik <Grimacing Face>  Prabowo Sebut Anies-Sandi Akan Menang Pilkada DKI jika Tidak Dicurangi",kalah badja buat curang picik grimacing muka prabowo aniessandi menang pilkada dki curang
712,713,negative,Anies-Sandi,Kenapa waktu kampanye Sandi malah ke Cianjur? Anies minta dukungan Aher? Hhmm.. Jabar siap2 dilanda Anies-Sandi 2018 <Zipper-Mouth Face> Siap2 kalah Pilkada,kampanye sandi cianjur anies dukung aher hhmm jawa barat landa aniessandi zippermouth muka kalah pilkada
713,714,negative,Anies-Sandi,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,pilkada panitia pakai kaos salam panitia tim menang aniessandi main licik kalah
714,715,negative,Anies-Sandi,"Setelah AHY kalah di pilkada DKI putaran 1, menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox.",ahy kalah pilkada dki putar putar aniessandi serang habishabisan buzzer ahox
715,716,negative,Anies-Sandi,#Paslon3  Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education,paslon aniessandi kl kalah pilkadadki pindah nyalon kab bogor cocok nih bogor butuh entrepreneurship and education
716,717,negative,Anies-Sandi,"Kekuatan partai2 di Jatim mei 2017, paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..",kuat partai jatim mei paska pilkada dki perhati partai dukung aniessandi turun
717,718,negative,Anies-Sandi,anies sandi menang pilkada dki #terimakasihFPI,anies sandi menang pilkada dki terimakasihfpi
718,719,negative,Anies-Sandi,"cek kaos para pendukung Anies-Sandi,kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran, dan mereka bicara rekonsiliasi",cek kaos dukung aniessandikaos provokatif pakai pilkada dki pakai syukur bicara rekonsiliasi
719,720,negative,Anies-Sandi,"Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta, boleh dong RT. <Zipper-Mouth Face>",bilang anies sandi menang pilkada dki menang visi misi program jakarta rt zippermouth muka
720,721,negative,Anies-Sandi,"Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid, musolah masa seperti itu kampanye politik pilkada,tiap pengajian bagi2 duit",paslon aniessandy curang kampanye masuk masuk masjid musolah kampanye politik pilkadatiap aji duit
721,722,negative,Anies-Sandi,"DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur, gubenur baru babak belur",dp angsur th program sengsarain cagub periode aniessandy kabur gubenur babak bur
722,723,negative,Anies-Sandi,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,tunggu konfirmasi bini muda aniesbaswedan ratnaspaet okeoce salambersama alas ya
723,724,negative,Anies-Sandi,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,fitnah nih menteri didik binimuda duh kau aspal sangpemburu aniesbaswedan selenakoe anies sibuk urus istri muda
724,725,negative,Anies-Sandi,"Artis bor sumur ngebor lagi,mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>",artis bor sumur bor lagimulai kaku tangan anissandi okeoce ok hand
725,726,negative,Anies-Sandi,"Dan nginulpun terdiam <Face Without Mouth> . #dacademy4 Salam #OkeOce, #CoblosPecinya",nginulpun diam muka without mouth dacademy salam okeoce coblospecinya
726,727,negative,Anies-Sandi,"Wajah politik santun penuh kata mAnies bertabur wacana, dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2",wajah politik santun penuh manies tabur wacana dusta sandiwara okeoce salambersama tetapahok
727,728,negative,Anies-Sandi,"Hati2 terprovokasi ya teman. Ini bukan wajah islam, ini wajah politik. <Disappointed Face>",hati provokasi ya teman wajah islam wajah politik disappointed muka
728,729,negative,Anies-Sandi,"orang kaya mah bebas, tajir melintir. Alhamdullilah. #OkeOce",orang kaya mah bebas kaya melintir alhamdullilah okeoce
729,730,negative,Anies-Sandi,Oh ya? #OkeOce,oh ya okeoce
730,731,negative,Anies-Sandi,Intelijen bayaran itu yang bermain tapi Alhamdulillah masyarakat CERDAS menanggapinya #OkeOce,intelijen bayar main alhamdulillah masyarakat cerdas tanggap okeoce
731,732,negative,Anies-Sandi,"Isis juga lagi proses hukum, terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot, asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>",isis proses hukum komentar grining muka grining muka grining muka malas betengkar anak tk ber bobot alas okeoce person raising hand muka with stuckout tongue closed eyes person running person running person running
732,733,negative,Anies-Sandi,#RIP Logika dan nalar @ices_ardhono #salambersama #okeoce #tetapahok #gue2 #dpNol,rip logika nalar ices ardhono salambersama okeoce tetapahok dpnol
733,734,negative,Anies-Sandi,@GunRomli vs @ahmadfuadanwar lebih seru nonton nya dari acara debat #okeoce,gunromli vs ahmadfuadanwar seru nonton nya acara debat okeoce
734,735,negative,Anies-Sandi,#debatfinalpilkadadki Hhahahaa.. #OkeOce atau OKE-NGOCEH??? @aniesbaswedan,debatfinalpilkadadki hhahahaa okeoce okengoceh aniesbaswedan
735,736,negative,Anies-Sandi,Apalagi ada yang mau berpihak sama ormas abal abal #fitsahats #firzahots #okeoce #salambersama #tetapahok #kampanyeahokjahat,pihak ormas abal abal fitsahats firzahots okeoce salambersama tetapahok kampanyeahokjahat
736,737,negative,Anies-Sandi,"Cagub kerja vs cagub wacana, cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat",cagub kerja vs cagub wacana cagub fakta vs cagub dusta tetapahok salambersama okeoce beragamitubasukidjarot kampanyeahokjahat
737,738,negative,Anies-Sandi,@aniesbaswedan memang #pantasDipecat karena bikin masyarakat tambah bego #okeoce #salambersama #dp0 #GubernurGu3 https://twitter.com,aniesbaswedan pantasdipecat bikin masyarakat bodoh okeoce salambersama dp gubernurgu
738,739,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",ko polling goreng kpud netral kamvreetttt pilkadadki debatfinalpilkadadki okeoce
739,740,negative,Anies-Sandi,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,debatfinalpilkadadki oke oce oke mart oke jek hahaha ogah kerja ogah capek okeoce
740,741,negative,Anies-Sandi,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,boss cabut pasang kaya bijak reklamasi okeoce
741,742,negative,Anies-Sandi,Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok,ahok masuk akal anies manismanis bullshit debatpilkadadki okeoce teamanies teamahok
742,743,negative,Anies-Sandi,"Adekku baru saja mengatakan arti #OKEOCE, katanya Ogah KErja Ogah CapE <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Closed Eyes>",adekku arti okeoce ogah kerja ogah capek smiling muka with open mouth closed eyes smiling muka with open mouth closed eyes
743,744,negative,Anies-Sandi,"Yang penting ngecap, tidak lucu juga kan kalau diam saja #OkeOce",ngecap lucu diam okeoce
744,745,negative,Anies-Sandi,#okeoce mas <FACE WITH TEARS OF JOY> (jawaban saya gak muter2 kan?) <Face With Stuck-Out Tongue & Closed Eyes>,okeoce mas muka with tears of joy putar muka with stuckout tongue closed eyes
745,746,negative,Anies-Sandi,Katakan tidak untuk #OkeOce #debatfinalpilkadadki,okeoce debatfinalpilkadadki
746,747,negative,Anies-Sandi,Jawaban kok #OkeOce saja,okeoce
747,748,negative,Anies-Sandi,Mbak Ira kusno bajunya tidak pas kurang cerah sedikit..apa Gara2 blush on nya ya #okeoce jadi tegang itu yang lagi debat  <Smiling Face With Open Mouth & Cold Sweat>  #kurangpenting,mbak ira kusno baju pas cerah sedikitapa gara blush on nya ya okeoce tegang debat smiling muka with open mouth cold sweat kurangpenting
748,749,negative,Anies-Sandi,jangan susah2 pak pertanyaannya ..... Bisanya #OkeOce saja,susah tanya bisa okeoce
749,750,negative,Anies-Sandi,"Apapun pertanyaannya, jawabannya pasti #okeoce #DebatPilkadaDKI",apa tanya jawab okeoce debatpilkadadki
750,751,positive,Anies-Sandi,Kami yakin jika pasangan #AniesSandi akan membawa kemajuan dan kesejukan bagi Jakarta. #PilkadaDKI2017,pasang aniessandi bawa maju sejuk jakarta pilkadadki
751,752,positive,Anies-Sandi,#PilkadaDKI2017 KPU: Anies-Sandi unggul di seluruh Jakarta,pilkadadki kpu aniessandi unggul jakarta
752,753,positive,Anies-Sandi,Fahri Harapkan Anies-Sandi Loyal ke Jokowi #PilkadaDKI2017,fahri harap aniessandi loyal jokowi pilkadadki
753,754,positive,Anies-Sandi,"#PilkadaDKI2017 Anies Sandi Gubetnur Baru, Selamat Bekerja, Semoga amanah dan Istiqomah janji janjinya, amien ya robbal allamin",pilkadadki anies sandi gubetnur selamat moga amanah istiqomah janji janji amien ya robbal allamin
754,755,positive,Anies-Sandi,Anies Merasa Sudah Menang TKO atas Ahok #PilkadaDKI2017,anies menang tko ahok pilkadadki
755,756,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..,selamat pasang nomor anies sandi pilkadadki mari tingkat satu indonesia
756,757,positive,Anies-Sandi,Mari lebih bekerja keras dan semoga dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,mari keras moga emban amanah aniessandi amanatnasional pilkadadki
757,758,positive,Anies-Sandi,Mayanlah PKS kepala dinas RT @jpnncom: PKS Jamin Anies-Sandi Tak Bedakan Warga Jakarta #PilkadaDKI2017,mayanlah pks kepala dinas rt jpnncom pks jamin aniessandi beda warga jakarta pilkadadki
758,759,positive,Anies-Sandi,"macem2 ya keramaian pilkada dki. ada yang potong nenen, ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017",macem ya ramai pilkada dki potong nenen jago alas ramal anyway selamat aniessandi pilkadadki
759,760,positive,Anies-Sandi,Beliau unggul 58% dalam perhitungan suara Pilgub DKI 2017 versi quick count sejumlah lembaga survei. #AniesSandi #PilkadaDKI2017,beliau unggul hitung suara pilih gubernur dki versi quick count lembaga survei aniessandi pilkadadki
760,761,positive,Anies-Sandi,Udah ya netizen! Tubirnya udah! Anis Sandi kan dah menang nih. Udah. Jangan tubir mulu #pilkadadki2017,ya netizen tubir anis sandi menang nih tubir mulu pilkadadki
761,762,positive,Anies-Sandi,"Jakarta punya gubernur baru , selamat dan jangan lupa jalankan janji janji manisnya  #pilkadadki2017",jakarta gubernur selamat lupa jalan janji janji manis pilkadadki
762,763,positive,Anies-Sandi,Selamat dan sukses buat Gubernur dan wakil Gubernur Jakarta yang baru #pilkadajakarta #pilkadadki2017,selamat sukses gubernur wakil gubernur jakarta pilkadajakarta pilkadadki
763,764,positive,Anies-Sandi,"Alhamdulillah, #PilkadaDKI2017 keren, mancarli: aman lancar terkendali Tks Jakarta, sdh berikan hal menarik. Selamat u Gub-Wagub terpilih.",alhamdulillah pilkadadki keren mancarli aman lancar kendali terimakasih jakarta tarik selamat gubwagub pilih
764,765,positive,Anies-Sandi,Tugas berat menanti mas @aniesbaswedan dan bang @sandiuno . Semoga amanah mewujudkan janji dan keinginan warga Jakarta. #PilkadaDKI2017,tugas berat mas aniesbaswedan bang sandiuno moga amanah wujud janji warga jakarta pilkadadki
765,766,positive,Anies-Sandi,"Enak ya sekarang jadi orang JAKARTA, rumah dp 0%, kemana2 cuma 5 ribu #pilkadajakarta #pilkadadki2017 #PilkadaDKIJakarta",enak ya orang jakarta rumah dp mana ribu pilkadajakarta pilkadadki pilkadadkijakarta
766,767,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 @ Duren Tiga Selatan https://www.instagram.com/p/BTD7zIdFCwC/,selamat pasang nomor anies sandi pilkadadki duren selatan
767,768,positive,Anies-Sandi,Selamat @aniesbaswedan @sandiuno @prabowo @Fahrihamzah @fadlizon @HABIBRIZIEQFPI Atas kemenangan #pilkadaDki2017 semoga bs lebih maju DKI,selamat aniesbaswedan sandiuno prabowo fahrihamzah fadlizon habibrizieqfpi menang pilkadadki moga maju dki
768,769,positive,Anies-Sandi,Prabowo yakin Anies-Sandi menang http://ow.ly/Iadz30aYrxV  #PilkadaDKI2017,prabowo aniessandi menang pilkadadki
769,770,positive,Anies-Sandi,Selamat Pak Anies-Sandi..Gubernur dan wakil gubenur kami semoga selalu amanah #jakartaelection2017 #pilkadadki2017 @aniesbaswedan @sandiuno,selamat aniessandigubernur wakil gubenur moga amanah jakartaelection pilkadadki aniesbaswedan sandiuno
770,771,positive,Anies-Sandi,"Mendengar pidato Anies barusan, berharap memang yang menang adalah gubernur baru utk Jakarta lebih baik, bukan radikalisme. #PilkadaDKI2017",dengar pidato anies barusan harap menang gubernur jakarta radikalisme pilkadadki
771,772,positive,Anies-Sandi,semoga program gubernur terpilih terwujud nyata dan program yg sedang berjalan sesuai harapan #pilkadadki2017,moga program gubernur pilih wujud nyata program jalan sesuai harap pilkadadki
772,773,positive,Anies-Sandi,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju. #pilkadadki2017",terima gubernur terima kasih gubernur sudah selisih mari satu maju pilkadadki
773,774,positive,Anies-Sandi,"Akhirnya Jakarta punya gubenur baru. Selamat untuk warga Jakarta. Semoga makin maju, aman, dan sejahtera. #pilkadadki2017",jakarta gubenur selamat warga jakarta moga maju aman sejahtera pilkadadki
774,775,positive,Anies-Sandi,HEY......yang menang jangan sombong yang kalah jangan marah!!! #pilkadadki2017,heyyang menang sombong kalah marah pilkadadki
775,776,positive,Anies-Sandi,"#pilkadadki2017 jika ahok djarot menang, mereka tinggal melanjutkan tugas mereka, dan jika anis sandi menang, mudah-mudahan bisa lebih baik.",pilkadadki ahok djarot menang tinggal lanjut tugas anis sandi menang mudahmudahan
776,777,positive,Anies-Sandi,Kalo dilihat dari hasil QC sampai jam 14.35 sepertinya yang akan menang Anies-Sandi #pilkadadki2017,hasil qc jam menang aniessandi pilkadadki
777,778,positive,Anies-Sandi,Selamat buat Anies Sandi yang unggul dalam hitung cepat #pilkadadki2017,selamat anies sandi unggul hitung cepat pilkadadki
778,779,positive,Anies-Sandi,Sudah memilih yang berpeci #pilkadadki2017 @ Jakarta Pusat(kemayoran) https://www.instagram.com/p/BTDcTtlh6Lb/,pilih peci pilkadadki jakarta pusatkemayoran
779,780,positive,Anies-Sandi,#PilkadaDKI2017 semoga #AniesGubernurBaru buktikan bahwa jakarta memiliki pesta demokrasi terbaik di Indonesia !!,pilkadadki moga aniesgubernurbaru bukti jakarta milik pesta demokrasi baik indonesia
780,781,positive,Anies-Sandi,Lantunan Shalawat Iringi Sandiaga Uno dan Keluarga Menuju TPS https://goo.gl/fb/q4Kxjg  #seruji #fokus #pilkadadki2017,lantun shalawat iring sandiaga uno keluarga tps ruji fokus pilkadadki
781,782,positive,Anies-Sandi,"Kalau tidak mau di DUA kan, jadilah orang keTIGA #pilkadadki2017 @ Cikini, Menteng https://www.instagram.com/p/BTDS6RyjNqJ/",orang tiga pilkadadki cikini menteng
782,783,positive,Anies-Sandi,"Sandi Yakin Menang, Minimal di TPS Sendiri #PilkadaDKI2017",sandi menang minimal tps pilkadadki
783,784,positive,Anies-Sandi,Ornamen Betawi Hiasi TPS 28 Tempat Anies Nyoblos. https://goo.gl/FVZA0B  #pilkadadki2017 #tps28 @aniesbaswedan,ornamen betawi hias tps anies nyoblos pilkadadki tps aniesbaswedan
784,785,positive,Anies-Sandi,"Aku asli suku betawi, aku akan pilih pemimpin muslim yang akan jadi pemimpin Jakarta #pilkadadki2017 #pilkadajakarta ALLAHUAKBAR 3x !!",asli suku betawi pilih pimpin muslim pimpin jakarta pilkadadki pilkadajakarta allahuakbar x
785,786,positive,Anies-Sandi,Anies-Sandi Bakal Upayakan Hal Ini untuk Buruh di Jakarta #AniesSandi #Buruh #Jakarta http://bit.ly/2oXCggA,aniessandi upaya buruh jakarta aniessandi buruh jakarta
786,787,positive,Anies-Sandi,Seneng lihat expresinya #gubernurbarudkijakarta #milad19pks #aniessandi #salambersama https://www.instagram.com/p/BTgLmrBjg68/,senang lihat expresinya gubernurbarudkijakarta miladpks aniessandi salambersama
787,788,positive,Anies-Sandi,"Unggul di Semua Wilayah, #AniesSandi Raih 57,96% http://obsessionnews.com #AniesSandiGubernurKita #AniesSandiWiner #Ahok #AhokDjarot",unggul wilayah aniessandi raih aniessandigubernurkita aniessandiwiner ahok ahokdjarot
788,789,positive,Anies-Sandi,Manfaat #Oposisi Loyalis #Badja Terhadap Gubernur Baru DKI http://obsessionnews.com#Ahok #AhokDjarot #Anies #AniesSandi,manfaat oposisi loyalis badja gubernur dki ahokdjarot anies aniessandi
789,790,positive,Anies-Sandi,Anies Larang Warga DKI Buka Medsos Atas Nama Rekonsiliasi #Anies #AniesBaswedan #AniesSandi #Medsos http://www.berita168.com/ via @berita168,anies larang warga dki buka medsos nama rekonsiliasi anies aniesbaswedan aniessandi medsos via berita
790,791,positive,Anies-Sandi,"Janji Kampanye, Anies Yakin APBD DKI Cukup #JanjiKampanye #AniesSandi https://www.harianbernas.com",janji kampanye anies apbd dki janjikampanye aniessandi
791,792,positive,Anies-Sandi,"Keren, ada karangan bunga TANDINGAN ajakan untuk dukung #AniesSandi, lucu juga ya..",keren karang bunga tanding aja dukung aniessandi lucu ya
792,793,positive,Anies-Sandi,Anies-Sandi Diharapkan Perhatikan Olahraga DKI Jakarta #AniesSandi #Olahraga #DKIJakarta https://www.harianbernas.com,aniessandi harap perhati olahraga dki jakarta aniessandi olahraga dkijakarta
793,794,positive,Anies-Sandi,Ikhtiar #AniesSandi yang sesungguhnya adalah mengembalikan & menghadirkan keadilan bagi wargaâ€¦ https://www.instagram.com/p/BTaCJKngUzg/,ikhtiar aniessandi sungguh kembali hadir adil warga
794,795,positive,Anies-Sandi,Setelah #AniesSandi menggulirkan ide rumah #DP0 jadi makin banyak orang membicarakan rumah murah. Itulah kekuatan gagasan seorang pemimpin !,aniessandi gulir ide rumah dp orang bicara rumah murah kuat gagas pimpin
795,796,positive,Anies-Sandi,Ini janji Kampanye Anies_sandi bidang Wirausaha.. https://goo.gl/Ur6MRA  #PilkadaDKI #aniessandi #aniessandimenang #klikwarga #suarart,janji kampanye anies sandi bidang wirausaha pilkadadki aniessandi aniessandimenang klikwarga suarart
796,797,positive,Anies-Sandi,Ayo Sahabat Bersiap Kerja Nyata Bersama Untuk Jakarta #MajuBersama #AniesSandi #okoce https://www.instagram.com/p/BTYTTwogJGp/,ayo sahabat kerja nyata jakarta majubersama aniessandi okoce
797,798,positive,Anies-Sandi,Aku bukan orang jakarta tapi saya berdoa untuk #aniessandi,orang jakarta doa aniessandi
798,799,positive,Anies-Sandi,@temanAhok @sahaL_AS @GunRomli @addiems Karangan bunga kematian karena #AhokTumbang kekuasaannya&akan segera BERAKHIR. WELCOME #AniesSandi,temanahok sahal as gunromli addiems karang bunga mati ahoktumbang kekuasaannyaakan welcome aniessandi
799,800,positive,Anies-Sandi,Anies - Sandi: Pastikan Akan Menutup Hotel Alexis dan Malioboro http://monystars.com/hotel-alexis/  #aniessandi #sandiagauno #aniesbaswedan,anies sandi pasti tutup hotel alexis malioboro aniessandi sandiagauno aniesbaswedan
800,801,positive,Anies-Sandi,Apa Saja Dampak Kemenangan Anies-Sandi Terhadap Pergerakan Saham? - https://apaansih.id/#Apaansih #GombalinAhok #AniesSandi #UbahJakarta,dampak menang aniessandi gera saham gombalinahok aniessandi ubahjakarta
801,802,positive,Anies-Sandi,"Betul pak, #AniesSandi kecil mampu mengalahkan #AhokDjarot yang besar",aniessandi kalah ahokdjarot
802,803,positive,Anies-Sandi,Semua adalah Warga Jakarta Jadi Payungi Semua Sapa Semua Program #AniesSandi untuk Semua https://www.instagram.com,warga jakarta payung program aniessandi
803,804,positive,Anies-Sandi,Masih Seputar #PilkadaDKI http://obsessionnews.com/masih-seputar-pilkada-dki/ â€¦ #Anies #AniesSandi #Ahok #Jakarta,putar pilkadadki anies aniessandi ahok jakarta
804,805,positive,Anies-Sandi,"Terima kasih kepada warga Jakarta yang telah memilih #AniesSandi khususnya warga Kebayoran Baru, kita kawal amanah ummat ini #SalamBersama",terima kasih warga jakarta pilih aniessandi warga kebayoran kawal amanah ummat salambersama
805,806,positive,Anies-Sandi,Selamat datang #GubernurBaru #AniesSandi amanah telah menanti Maju Kotanya Bahagia Warganya,selamat gubernurbaru aniessandi amanah maju kota bahagia warga
806,807,positive,Anies-Sandi,Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC,pasang aniessandi pasang ideal merajutjakartakembali dinamika ibu kota jakarta ilc
807,808,positive,Anies-Sandi,Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi,bahas dicounter situs anti hoax tim aniessandi
808,809,positive,Anies-Sandi,"@maspiyuuu fakta 58% pemilih #AniesSandi sepakat, untuk #AhokForBali1, sbaliknya pmilih #Ahok yang 42% gmana? #JanganHipokrit",maspiyuuu fakta pilih aniessandi sepakat ahokforbali pmilih ahok gmana janganhipokrit
809,810,positive,Anies-Sandi,Saksikan Live Merajut Jakarta Kembali bersama Bang Anies dan Bang Sandi. #tvone #aniessandiâ€¦ https://www.instagram.com/p/BTTx-ulBtil/,saksi live rajut jakarta bang anies bang sandi tvone aniessandi
810,811,positive,Anies-Sandi,Kerinduan ini mencapai klimaksnya akan sosok gubernur Jakarta yang cinta Persija (Insha Allah) Chant #AniesSandi pun bergema di stadion,rindu capai klimaks sosok gubernur jakarta cinta persija insha allah chant aniessandi gema stadion
